Id экзамена;Id вопроса;№ вопроса;Текст вопроса;Картинка из вопроса;Оценка экзаменатора;Транскрибация ответа;Ссылка на оригинальный файл запис,score,score_raw,score_confidence,score_status
<p> </p>,100.0,1.0,1.0,success
"3429912;31674797;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3429912;31674798;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3429912;31674799;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3429912;31674800;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3429914;31674873;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3429914;31674874;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3429914;31674875;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3429914;31674876;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3429915;31674912;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3429917;31674987;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3429917;31674988;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3429917;31674989;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3429917;31674990;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3429918;31675026;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3429918;31675027;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3429918;31675028;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430019;31677100;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430021;31677158;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3430021;31677159;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430021;31677160;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3430023;31677215;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430023;31677216;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3430023;31677217;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430023;31677218;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430024;31677253;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430024;31677254;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"<p><strong>– Вы живёте в квартире или доме? Где находится это место? </strong><br><strong>– ... </strong><br><strong>– Это старый или новый дом? Сколько у Вас комнат? </strong><br><strong>– ... </strong><br><strong>– У Вас есть балкон?Как и когда Вы им пользуетесь? </strong><br><strong>– ... </strong><br><strong>– Как Вы обычно делаете ремонт?Вы это делаете сами или делают специалисты? </strong><br><strong>– ...</strong></p>"";;2;Второй вопрос. Примите участие в диалоге. Ответьте на вопрос собеседника полными предложениями. Вы живете в квартире или доме? Где находится это место? Я живу в квартире. Я живу в квартире. Приходите. Где это? В районе. В районе Ленинском. Хорошо. Это старый или новый дом? Сколько у вас комнат? Это мой старый дом. Два комната. Какие комнаты у вас есть? У меня есть одна комната. Большая и одна маленькая. И одна кухня. Хорошо. у вас есть балкон как и когда вы им пользуетесь у нас есть банку но у меня поза есть только на лето а также мой холодная ничего не деле как вы им пользуетесь там открыт от их а из там стоит на вечером и можно свиток пост посадить это хорошо какой высотой у нас 8 тасс как вы обычно делаете ремонт и делаете вы его сами или делать специалист она обычный ремонт 2 гос один раз сама ремонт деле;https://storage.yandexcloud.net/odin-exam-files-dataset/52fd3309-3a56-413f-acc2-0f11918bb28d-1.MP3",100.0,1.0,1.0,success
"3430024;31677255;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3430024;31677256;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"<p><strong><img src=""""https://storage-public.odin.study/8e72cc01-6efb-45ea-b2e7-7999291212da.PNG"""" width=""""658"""" height=""""385""""></strong></p>"";https://storage-public.odin.study/8e72cc01-6efb-45ea-b2e7-7999291212da.PNG;1;несколько вопросов первый из них что изображено рисунки например место и время года второе кого вы видите на этом рисунке что делают эти люди 3 расскажите подробнее о любом человеке изображена на этого рисунка и как вы думаете какой этот человек последний вопрос будет лично для вас как вы проводите свое свободное время как будете готовы можете начинать на рисунке я вижу девушка мальчик дети мужчина женщина и девушка а что они делали я без для это мужчина велел себе скатайся и здесь на объекте и мальчик лористы к старше и девушка лапка садись и девушка два сети меча и краешек это приходит на летом и пока этоippor Catholics да даже я therefore я вижу девушка короткий волос и и вот histori d вы видите девушку впервые зубы фиолетовые и senators она это dessa ties maschia 20 classrooms и крае и она это наверное она может они все-таки строго ему напутает этом после когда она взяла inverted пароль на это да она тогда Drac 0eliF entraron это что нам надо понимать nitnetik дома хозяйка потому это здесь им еще маленький я думаю она этом мама а мне свободно время я тоже это ходить и парка у лоси теряя виза смотрите на дома и бывать магазин ходить что хочет покупаете где вы гуляете обычную на капли или магазин кафе посещать обычно или шашлык или это любой какой парком больше всего нравится в омске на парка на кутузовский я сама понравится там большой и мне нравится почему потому это большой там еще это много можно играете и можно посадить и кушать и кафе и чай пить хорошо смотрите вы фильмы и сериал фильм я тоже ходили но резко фильм а я просто любит только рамен чист что смотрели последний последний раз я наверное давно я не ходит за ты ничего;https://storage.yandexcloud.net/odin-exam-files-dataset/52fd3309-3a56-413f-acc2-0f11918bb28d-3.MP3",100.0,1.0,1.0,success
"3430025;31677291;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430025;31677292;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430025;31677293;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430025;31677294;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
3430028;31677369;1;<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог. <br><strong>Вы пришли в миграционную службу. Вам нужно оформить миграционную карту. Объясните ситуацию и попросите дать Вам бланк.</strong></p>;;1;миграционную карту объяснить ситуацию просить дать вам вам добрый день можете пожалуйста предоставить мне бланк для оформления на миграционную карту систем я приехал из казахстана и не нужна помощь выведение вас паспорт собой да конечно хорошо вы держите план коридоре там есть образец заполняется заполните сюда же вот комитет хорошо я вас услышал спасибо;https://storage.yandexcloud.net/odin-exam-files-dataset/a7919553-f9d8-4a22-b384-49466daf783c-0.MP3,100.0,1.0,1.0,success
"3430028;31677370;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430028;31677371;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430028;31677372;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430030;31677427;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430030;31677428;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3430030;31677429;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430030;31677430;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3430032;31677485;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430032;31677486;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3430032;31677487;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430032;31677488;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430033;31677524;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430033;31677525;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430033;31677526;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на фотографии (место и т.д.)? </strong><br><strong>– Кто изображён на фотографии? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке на фотографии. </strong><br><strong>– А Вы любите/умеете рисовать? </strong><br><strong>– Как Вы можете помочь ребёнку научиться рисовать?</strong></p>,100.0,1.0,1.0,success
"3430035;31677581;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"<p><strong>Вы заболели и не можете прийти на день рождения друга. Извинитесь. Задайте другу вопрос о подарке. </strong></p>"";;0;А где это?;https://storage.yandexcloud.net/odin-exam-files-dataset/13d97e0a-dfae-4ef0-9c1f-3c168fb04113-0.MP3",100.0,1.0,1.0,success
"3430035;31677582;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"<p><strong>– Вы живёте в квартире или доме? Где находится это место? </strong><br><strong>– ... </strong><br><strong>– Это старый или новый дом? Сколько у Вас комнат? </strong><br><strong>– ... </strong><br><strong>– У Вас есть балкон?Как и когда Вы им пользуетесь? </strong><br><strong>– ... </strong><br><strong>– Как Вы обычно делаете ремонт?Вы это делаете сами или делают специалисты? </strong><br><strong>– ...</strong></p>"";;0;Где это? Где это?;https://storage.yandexcloud.net/odin-exam-files-dataset/13d97e0a-dfae-4ef0-9c1f-3c168fb04113-1.MP3",100.0,1.0,1.0,success
"3430035;31677583;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430035;31677584;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3430038;31677660;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430038;31677661;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3430038;31677662;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3430039;31677697;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430039;31677698;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3430039;31677699;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430039;31677700;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430041;31677774;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3430041;31677776;4;""<p>Вопрос устной части экзамена. Опишите картинку.<br><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на фотографии (место и т.д.)? </strong><br><strong>– Кто изображён на фотографии? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке на фотографии. </strong><br><strong>– А Вы любите/умеете рисовать? </strong><br><strong>– Как Вы можете помочь ребёнку научиться рисовать?</strong></p>",100.0,1.0,1.0,success
"3430096;31678891;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430096;31678892;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3430096;31678893;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430096;31678894;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3430097;31678930;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3430097;31678931;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430097;31678932;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430098;31678968;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3430098;31678969;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430098;31678970;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3430476;31686790;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430477;31686827;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430477;31686828;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3430477;31686829;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430477;31686830;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3430925;31695057;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430925;31695058;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3430925;31695059;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430925;31695060;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430926;31695096;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3430926;31695097;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430926;31695098;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3430931;31695213;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430931;31695214;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3430931;31695215;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430931;31695216;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430933;31695272;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430933;31695273;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3430933;31695274;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
3430934;31695309;1;<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.<br><strong>Вы не можете найти дорогу к автобусной остановке. Узнайте у прохожего </strong><strong>путь к автобусной остановке.</strong></p>;;1;Начните диалог. Вы не можете найти дорогу к автобусной остановке. Узнайте у прохожего путь к автобусной остановке. Здравствуйте. Как найти остановку автобус? Вам нужно пройти прямо и направо. Спасибо вам.;https://storage.yandexcloud.net/odin-exam-files-dataset/951006a7-deb8-4c8f-8ade-52477803c976-0.MP3,100.0,1.0,1.0,success
"3430934;31695310;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3430934;31695311;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3430934;31695312;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430988;31696407;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430988;31696408;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430988;31696409;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430988;31696410;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3430989;31696446;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430991;31696521;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430991;31696522;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3430991;31696523;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430991;31696524;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3430992;31696560;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430992;31696561;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430992;31696562;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430993;31696598;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430993;31696599;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430993;31696600;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3430994;31696635;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3430994;31696636;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3430994;31696637;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3430994;31696638;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3431171;31700006;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3431171;31700007;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3431171;31700008;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3431171;31700009;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3431302;31702359;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3431302;31702360;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3431302;31702361;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3431302;31702362;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3431304;31702436;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3431304;31702437;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3431304;31702438;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3431305;31702474;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3431305;31702475;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3431305;31702476;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3431306;31702512;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3431306;31702513;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3431306;31702514;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3431307;31702550;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3431307;31702551;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3431307;31702552;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3431309;31702597;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3431309;31702598;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3431309;31702599;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
